6871,7702
5737,5638
9974,8390
7458,5142
6106,2656
8592,4105
2071,5768
4709,5384
6188,306
9097,8911
9938,738
502,26
2923,1606
8201,457
9434,3605
4461,3843
8682,9238
3780,8476
8388,7322
905,5416
7321,4066
4800,3595
8584,139
8194,5731
5195,4370
721,7047
7322,9718
6213,2923
8393,9085
5798,251
7309,3230
3619,8215
2905,3607
2311,4143
5423,2236
3177,6186
284,5096
9747,6821
3297,3203
6290,9375
7564,9596
9750,6585
6995,425
1195,6737
4437,5267
5105,1831
7868,7147
6961,2674
8897,19
5177,5047
579,887
3760,2460
4833,8893
1291,6512
1638,9365
1525,9984
4004,5118
6333,8966
6756,1262
7531,4244
6488,6495
5826,5069
8992,7266
8567,8327
5042,702
2958,3975
4670,211
1849,7731
5369,2282
6972,4295
6248,7077
5031,7704
7136,9855
2702,3570
6087,4049
2568,8786
5942,6240
4596,8197
6762,1413
8760,3750
5473,6513
5332,4912
2071,2883
6137,9500
8252,867
219,8473
2662,9797
5654,9025
8335,1354
7978,9064
4258,2294
250,1985
5011,5285
876,3360
4924,1843
1987,9894
619,1876
400,9613
6515,994
2909,1077
6618,8203
2279,3687
7612,5515
3523,5807
6879,6260
14,5346
101,6266
3881,5296
7625,1585
9272,3076
7710,4518
4977,6695
9347,5498
8374,8216
1047,5688
3379,8677
774,6339
6760,4466
8533,2589
5687,9382
3670,1695
1822,9150
4222,7035
5753,6390
3795,7481
5229,5331
9531,4306
1039,2670
3318,7185
2654,6818
333,5749
5077,920
1691,1377
697,676
2651,1421
2634,4355
5128,2412
4999,1151
9098,4964
6442,9631
705,9899
4661,6216
8832,9836
4503,1906
4635,6848
9825,8477
5612,9953
8711,4297
9435,3322
7809,8373
893,1969
9436,6605
5513,8899
123,2496
3911,4456
589,4901
4481,5550
5495,3856
9577,3590
7290,6697
8708,4691
2538,4663
3701,7864
9079,7389
6546,7811
1157,2123
3881,1267
4790,3812
4253,3305
8660,2437
1515,2103
9244,8266
7616,7382
4648,6516
4533,6999
1339,4556
2661,1988
7129,1327
329,7620
3799,4739
1918,8
5619,8393
2341,8215
6117,4171
8269,2994
8367,6851
1908,8808
7833,114
5032,7141
4841,2932
1914,4676
7313,1481
9937,3702
9878,5744
1252,6125
2935,8393
3289,4551
6192,9091
2973,9605
8550,488
3124,2582
8807,4283
6548,7628
7453,2353
1394,5306
2155,684
8879,7536
8976,572
432,1029
2740,2399
7609,3023
6992,4937
7175,8373
6812,6428
4527,1951
3664,3235
5993,7102
1860,3444
860,3603
8798,3057
99,7891
389,7731
9664,9029
996,2653
2522,365
3573,7166
7284,3015
2889,6369
45,3500
7359,8494
1036,2392
5958,9553
4898,14
8688,9853
1349,9183
7186,9856
2782,82
7928,9532
2844,1408
2483,4027
1189,1018
6535,4475
8207,8189
5523,618
5396,4188
7508,5200
4161,4323
7792,3988
9662,6580
2091,3719
3893,5429
1213,945
4119,927
2632,8728
7232,6249
2298,6526
2072,797
3499,6370
8109,3905
3527,2512
7843,2169
6339,3545
2332,8050
4395,6865
7216,6172
8891,1423
7547,7118
9817,767
7223,2486
8182,7643
9466,3319
1756,3303
3963,3409
8992,6245
2731,5112
1608,946
1587,5717
3302,6877
710,5019
7399,9690
4872,7416
6427,5677
9837,7999
8680,7182
4745,9248
4045,8007
6183,1277
2471,8276
466,3102
1798,8239
402,257
2671,7936
3062,399
4357,6178
9599,9585
5882,4431
8627,5113
9203,9881
2739,7345
5609,6274
2367,1046
118,5681
4258,1747
5774,2376
1584,9100
8747,8524
1801,6431
1637,5342
7976,8751
2391,1604
5147,7663
7595,7730
6621,1110
3316,6467
1005,7824
6541,9626
1067,953
4831,7343
9928,4042
5455,1817
7624,4059
47,5036
1969,6585
9881,3670
4171,5956
848,6468
7432,2955
225,2040
4553,2345
8997,5525
8937,8542
3174,1546
3641,9323
535,9242
6695,4407
3787,6071
8098,2655
7960,2409
200,1426
3548,7922
8222,6891
507,3691
3545,9768
8185,6966
180,9164
2603,2405
2442,8881
9780,9480
294,4599
1877,1758
4956,9698
4097,3040
5051,297
2202,2290
4112,9187
149,8018
5882,1458
9043,6532
9586,3754
7819,197
7267,5185
2966,3634
2999,1286
5725,753
3339,7819
9617,2718
7633,7882
6008,1127
6636,2887
6956,656
2807,7895
9340,150
1124,4434
1150,119
721,4565
935,1547
7062,3690
9721,5572
819,899
5345,5151
9383,7472
1827,938
6670,1897
2314,8620
6694,8093
2585,8266
2087,6352
7397,8130
6754,2894
7760,4110
7584,9305
6956,5256
3065,4150
9676,6614
2968,2711
9045,4431
3634,5592
2603,6401
278,4836
2592,941
7939,1840
7699,2166
9594,6951
6881,438
8904,7447
2361,8114
3328,2275
5029,6485
3598,6063
3370,2819
2771,6667
6714,9286
8922,4344
6502,4795
8521,8545
1341,8767
8262,4039
201,1729
7851,9255
5607,1561
3165,525
1008,409
9178,9145
7310,515
2032,8410
1134,6696
199,9094
8151,1536
845,7583
6750,8709
7502,3327
4047,917
8800,8087
1288,4237
9471,7936
1998,8648
5876,6996
8544,686
684,9806
1585,4959
5417,3079
286,9479
8855,474
1830,3854
1357,4676
6537,5033
3852,3650
7368,3635
3102,5506
2234,7244
9840,1396
8008,8160
8766,6469
3167,3331
269,1647
5511,5194
2622,8544
8158,3356
6760,1557
1450,8624
2334,8693
3920,7954
2613,9937
9156,8726
1317,8237
856,7130
4605,1177
8376,2794
3543,161
6133,6545
1744,4106
2123,7776
9785,6377
9968,5757
7233,6410
2165,519
1741,3024
4260,2631
4523,278
4599,4734
1366,4710
2357,6889
5051,5316
9712,7817
3311,1518
382,8683
5587,2331
1511,5065
9845,6234
3800,9235
6084,8101
2629,3968
7695,8724
5745,5418
2039,5619
4241,7196
8713,8734
7445,5979
6280,9098
8746,4571
2009,622
9670,9279
2517,5474
167,3114
7088,1078
1014,6990
5492,2673
8235,8237
8567,9616
2378,632
4956,280
9555,8810
3517,6716
1875,8992
4050,3849
4748,5737
2783,1747
4229,2344
3285,6451
3108,8930
3058,7902
7938,4126
6930,300
3314,6804
7540,5686
3351,2571
5415,4403
188,1235
3495,5562
155,4994
677,2927
7827,7474
2841,4923
5739,6845
3048,8026
9504,4599
4134,2167
8148,913
759,1220
9847,6037
4838,8886
8409,2812
4110,9687
5417,3249
8289,3399
4982,3474
8331,1870
4427,7032
772,2284
4235,634
5392,6067
6095,9122
4867,2626
7014,7605
1518,1929
889,1970
9295,6523
4643,8946
2869,1533
2433,5300
3784,1193
8718,9250
1642,558
985,5915
7017,2460
6711,722
7342,2175
9431,1334
5153,6458
6559,5522
1763,2695
1245,5143
3912,3977
1703,6024
3204,5228
6006,1300
7088,689
762,6237
9013,1440
9902,2993
2363,7789
9921,8531
6351,1498
3930,2227
8388,2265
39,8189
6029,9417
61,4207
5395,5266
7263,4321
6044,8864
5257,5260
4574,1504
4913,7252
9683,1322
2190,8923
7076,6601
5407,4918
1633,1014
9718,5594
5832,331
6853,2427
9022,2883
1726,202
6300,6845
3382,9062
7244,9671
5139,5429
7256,2388
8203,1208
9706,1971
7124,5116
337,9713
1786,5192
5324,3219
1343,9744
5407,9139
3278,8701
9382,8343
5291,6116
4896,3161
9556,292
2152,9845
7381,2938
6238,9999
293,9132
7119,1082
9828,8059
3964,4199
2153,8304
3375,9478
7455,9727
4497,2051
3912,978
6147,1066
4150,2406
3631,7145
3558,6015
7954,6190
1557,4658
8458,4884
4501,5590
2305,5904
1072,1373
3115,1464
5448,5589
9758,8474
6795,5505
1925,943
9817,9737
3495,6709
7259,6816
8274,4711
3239,9874
671,7775
3493,7010
5926,5766
1364,5425
5462,8772
9249,2077
7871,5547
9084,8310
5559,9949
7414,400
7901,2261
2514,5441
8228,2440
9912,8730
4022,2776
5806,2571
9262,56
5044,1804
6443,1166
5201,3310
132,7826
4482,7576
230,7009
7767,8871
372,3639
5163,7642
1018,1374
3643,7992
8051,2799
9676,1801
7507,2485
5717,3816
9515,1616
4818,4042
5966,5496
6540,4855
6605,1233
1568,3604
2094,1120
3330,2310
7421,6677
8926,249
4737,6367
5950,6969
7817,1135
559,7910
4583,5218
987,4911
7264,7329
7722,9564
3025,8672
3783,7739
6417,3556
1905,546
7805,7495
7463,6525
5889,6844
3599,1850
917,6160
9285,1012
5964,4410
3719,2916
120,3704
1809,4249
3587,6506
1027,4122
3293,7413
9750,2099
1945,1917
430,8350
4211,3716
5108,3255
9155,6405
9701,4381
4471,5343
5225,3130
2882,8901
3841,9884
3173,9786
3483,4167
4298,8332
9963,4626
1286,4916
9461,9491
2279,7196
6518,7161
604,5462
3610,1
2058,8530
123,2436
4223,614
3961,8456
728,2909
5156,9370
9368,5297
1571,3721
8644,4768
1255,9910
8869,8982
9409,860
2955,7986
9544,1372
556,4971
2886,401
9280,2126
3230,1405
3924,6495
4269,940
3023,3829
4299,2638
6527,8726
9557,6990
1639,3718
79,3199
2796,4549
7529,1869
4299,1716
1216,5465
9016,878
2941,7418
6564,9861
2713,8415
8408,7390
790,9032
1914,8932
8364,155
6508,138
180,4504
1816,6719
7218,2094
8485,2429
4465,8683
9748,4414
4373,1305
3943,5474
7262,5071
3236,5881
1060,718
2791,4984
6164,3442
8998,2167
1927,9694
5725,6402
2419,6772
1094,2753
1550,1507
7307,7701
1064,2133
9834,4065
9505,850
6017,6656
4396,6240
6212,8931
352,9801
6696,4802
5068,1435
9385,9491
3498,5649
7498,5546
7193,4205
8393,4427
3682,7450
5102,1800
3524,5170
7546,9680
1485,4390
2047,2136
4742,1655
103,1261
2756,5216
6206,4562
9436,4919
5819,5135
1371,7288
6070,8683
302,2604
5659,4819
1081,4455
6325,1076
6359,4553
4655,5250
2921,3508
3478,6804
2242,5172
106,6653
7006,3666
5028,8979
9055,7537
6789,9063
8744,8092
5104,7585
5520,8193
3465,490
823,5491
1670,6095
8471,8952
4453,5896
6124,1402
4808,7022
3698,7489
7412,5095
3076,3375
8332,5143
1627,9757
8641,8480
9884,9581
8150,113
6080,7067
6638,813
8660,6283
1615,4342
5577,6883
7246,3080
8426,4018
1498,4035
2679,5696
2631,7576
5319,1669
9222,534
3779,276
7341,4611
1690,9447
1575,9087
8135,7195
4520,1407
220,2723
7467,5615
8952,210
5886,3418
3391,9651
465,3213
8618,3138
4188,1772
1708,2180
852,7900
5308,824
8668,7457
6091,574
1805,91
7587,4628
9350,2287
1747,9892
645,1951
2856,2462
7199,1967
2588,4483
9379,1335
5829,1954
3073,2299
8336,5004
1269,5822
8327,4562
9307,5107
4823,7130
3789,2311
6900,5030
4345,5603
4166,6527
4001,8414
5536,7716
5371,5691
8680,9765
551,9061
6798,8231
4294,6611
6538,7352
5606,3096
2068,6722
7521,2639
7645,7169
490,8399
8314,1707
1186,2895
2113,6905
8504,6197
1628,1715
4727,5686
4439,5275
7487,3012
773,8623
9215,9538
9,2905
4145,4174
3957,5948
2600,9331
6008,8477
3391,1759
8446,4855
7390,6500
8082,3253
2783,963
4942,7650
3468,839
2807,5292
9309,9647
1038,7602
845,5537
2214,90
4201,4234
6926,9530
3568,3247
1583,6486
9585,7499
3383,2342
7866,9967
4836,2897
6508,3604
1386,1172
4658,7996
6462,7067
5863,5170
3038,7214
9326,7186
9158,6015
6885,4160
6806,1032
6860,5885
6421,5702
244,2375
2748,5831
3562,665
8098,4114
9608,378
7630,7009
3127,1018
9299,2343
2843,2135
4192,8228
7332,2172
3400,1582
8995,311
1382,2641
1313,8210
92,2643
3223,1510
1477,3980
7699,8516
8992,9663
6406,3932
8816,6668
9336,8313
5044,9121
524,7910
3263,2349
2491,2057
6607,5792
9320,2659
7840,1153
6939,7241
9231,2497
6461,8967
8946,9628
9339,7952
4476,3273
8048,3543
4901,6845
3910,9377
2714,5267
8723,6572
8068,9190
2792,1777
6970,1705
8905,9872
1617,7310
8137,2182
6458,2826
300,8528
9170,7803
1345,1292
1434,8396
3355,1365
8006,4435
3375,5016
7290,2683
5946,3669
787,8890
2724,6346
8442,3949
145,8355
9492,6956
2897,2985
553,6229
9388,8589
6377,9575
3933,1007
2957,8844
4284,4175
6979,2096
5358,7254
370,6627
1843,9142
9846,1352
7436,1958
4728,1966
5495,5331
1532,98
8999,7311
7506,5849
7133,1677
2665,1842
7880,960
7679,8016
7224,3621
9076,9682
3306,8260
8781,3684
4693,2536
3210,3546
1922,8720
8659,9784
9293,6481
4243,4607
4957,1394
2232,6082
3478,4620
8613,4568
4026,3291
2984,4433
6323,7571
870,9572
2640,5110
7971,5868
8796,6578
1633,9390
9347,4981
5839,1399
4077,9246
3407,2225
9618,2642
5287,5226
8065,4664
9375,6730
2885,614
7956,3271
9890,1668
3572,4577
8039,4633
5192,7132
3437,7913
3424,361
4217,1229
66,496
6033,3787
2044,3151
1799,1081
4980,6334
5918,5291
3622,1828
4986,4748
5281,9726
1301,1511
6459,5887
9974,2097
323,3870
8152,4489
4893,1139
1998,2576
4184,6086
826,4489
8600,4961
1685,5240
9882,8389
3523,1936
9293,8236
5361,7165
6588,4463
9369,5248
9778,6440
586,5240
6408,6190
4935,908
7202,8032
1056,9847
3273,1692
6559,7948
343,6565
9443,8378
4238,1768
8209,7896
3147,8383
7796,3912
7221,4975
4016,4925
9751,937
8602,9611
3130,6307
5849,345
8086,9651
9377,7027
6756,3922
2914,4724
3886,639
5236,6623
6405,7925
3999,4074
1815,2311
9147,1312
688,4210
5317,2537
3874,6371
9709,9020
8979,6890
6927,7592
9397,938
6385,9610
4337,4618
4591,9227
4026,4747
8393,9406
9267,9613
1156,5839
4350,3326
6743,7609
3588,5578
44,1843
9142,4980
4533,5183
896,2510
5419,8262
6650,1887
8062,6389
9359,7535
5145,1463
3071,704
5289,6586
2327,5250
305,6087
9210,2420
6245,3132
9118,4061
3413,2587
3410,101
1252,2229
9237,5267
3855,1490
2028,1783
3941,1511
1665,6376
9368,8367
6176,4095
7059,7354
8200,5438
5088,4046
8043,9413
2056,5118
6234,1023
7392,4890
5192,3048
1869,2638
5418,2934
8061,8771
5836,3549
7175,8865
718,8139
2361,7935
2569,2132
2391,3009
68,5871
9856,6604
4174,4777
7773,444
8839,3836
1459,3204
1604,4931
9951,537
6055,9935
5132,915
8300,9922
4637,9557
6715,9652
8072,218
2844,8739
5203,8493
594,6036
5216,4058
305,4872
4698,5562
9697,5011
8276,1437
3637,9352
3041,8005
507,6825
3589,991
4120,8133
5510,5181
7364,5553
695,9341
782,9950
5739,1174
7289,9947
437,9850
9034,1468
85,9021
3275,4741
57,2083
2446,1702
9186,777
4660,4200
7410,8695
3590,4225
7635,8682
7931,3936
6591,2480
4296,8818
5407,3646
1677,5118
7137,2380
9262,252
2947,2007
2105,1123
4196,1371
7545,3223
5045,111
266,5285
2584,8496
4325,234
895,7611
1482,6940
3839,4018
4008,8702
9238,8570
1140,3543
6462,5102
1690,3296
529,4932
1531,4171
8787,5353
7154,8165
9945,7673
4051,5781
5891,8314
6685,5031
5398,6128
4022,2258
4523,2108
1923,3223
7120,7704
7933,9370
9550,6211
8717,5154
5591,3477
2448,3593
5651,6818
5663,4186
9806,8538
4411,3680
9074,9242
9930,2615
2283,5820
5658,4513
9459,4306
9480,2648
6792,8578
9972,8441
5885,6518
8270,7066
8925,7299
5965,23
9505,265
8227,4047
2480,1030
2638,1455
7753,9921
7531,7431
3222,6660
4626,6840
4292,575
5383,5142
1606,8922
7611,4790
3762,3413
4915,4985
5268,9520
3524,5081
6572,5694
8094,8762
9757,6432
5831,448
8344,5839
1135,1915
1554,3281
5689,7858
3043,1203
3227,5592
3335,2549
8386,5501
5053,5311
2858,2247
9063,32
8969,6551
55,2633
3544,3202
440,8602
3202,2088
9671,3070
8614,8311
1651,540
3647,2018
3348,4450
5640,609
5376,3947
1026,767
435,9340
2436,1589
5855,129
8535,8802
4743,5397
4827,908
3385,6709
5857,7914
3590,8313
5901,8977
9712,6566
3175,7645
8844,3720
47,6073
8288,3793
4956,4957
6995,9148
8857,9208
1092,4153
3642,3576
2748,9312
2405,9061
1502,5473
351,5706
514,5528
6669,9994
5146,6926
4167,5302
6261,6910
9468,7645
3313,4834
3280,1552
7726,2163
2426,5158
4151,5932
6492,4032
647,2500
6638,8256
4249,3715
3023,8978
7999,638
3030,2364
3686,7011
4696,4621
3028,6756
1186,7723
5954,4995
3213,3548
4986,4288
8836,7248
3467,4783
4135,2187
2879,7179
7259,8727
9126,1292
9091,1896
8297,8929
1932,368
3011,6678
1662,3059
4674,6379
9867,6973
296,7984
5094,5222
4087,8072
7967,5754
6605,6995
9827,8987
2813,6378
6093,9927
5265,5527
9081,4719
3132,9025
2710,4442
7030,6443
7475,6411
937,4036
1559,1043
9127,1956
1520,2727
5452,6790
2042,6080
9297,3641
2597,1385
7323,4886
7261,832
4160,5026
9282,7477
5081,2746
9025,5791
2211,2719
1991,394
7730,1485
7359,3532
6126,3432
175,2130
4977,2894
3759,8421
7335,9292
1495,3093
7014,9893
9554,237
3056,1221
9611,3777
7561,9536
9946,575
643,2003
8699,667
3253,716
839,3632
6102,6343
5579,3646
709,3340
5019,3005
304,3287
9868,7147
1430,8605
8402,1512
8464,1535
5727,667
9075,3980
7322,1709
5761,1062
602,3814
4636,5377
7617,4334
3581,4359
9007,1689
5425,6155
6502,8521
9358,470
6592,2310
2868,752
5730,7872
4318,856
9681,5105
7535,6856
4142,3485
8140,1217
3632,9151
5214,5029
5023,8092
2376,8721
7378,4891
4255,8678
863,2638
1200,3369
6034,3418
3249,5969
9288,6710
7059,7711
4645,6762
741,5086
780,5452
4329,2680
5482,243
6253,9
7887,2246
5674,44
5616,6001
1566,839
1454,3837
3713,4016
7703,8946
4441,6266
3943,6031
8956,5707
7097,7314
5450,1021
9674,2175
4728,359
4966,5852
3913,3096
2063,7330
7166,4598
4801,3110
8646,8052
5636,8072
6588,6281
5945,6480
1906,2204
2742,9280
5066,9794
3170,8087
4243,9391
2385,1930
7743,1387
5715,7472
9132,5653
2421,2545
5366,9778
472,685
5801,9415
9225,2763
1425,6630
8988,7845
3318,1944
9992,4342
8749,3534
4294,9510
4264,608
6337,8601
3034,9953
3857,667
8051,4559
2552,4505
3411,8827
2426,4359
2196,4659
9328,4974
6186,5617
2186,8932
4039,5468
3103,273
9742,1784
7655,4709
496,4920
8527,2322
6314,3406
4752,8037
3656,2935
7580,6733
7238,5865
2469,4099
281,9816
9672,1275
1573,5927
1060,8173
2573,5993
6082,4583
7796,6292
3452,189
8334,2117
3674,3645
2572,1784
1529,3970
6099,5972
4013,3938
9502,8624
6860,6701
3970,5219
7265,3342
8229,1073
3420,274
8817,3212
4684,2834
4176,3550
541,7704
9777,9605
256,5551
855,8087
3863,2651
9214,9564
8572,5578
495,5770
9315,903
8641,5360
5188,1187
8651,2706
8375,9045
2980,7427
1992,6326
5570,6313
2382,3184
61,7055
5555,9665
4174,4459
9425,9033
1322,455
6460,9192
649,9793
4190,5411
359,3669
2242,4911
8435,2176
3754,6594
7758,7651
1429,8843
3926,4355
146,9142
3788,8155
2493,1056
228,8550
3806,3096
5815,4465
711,4567
6718,2198
8709,6372
3111,2097
6769,3533
2596,1245
8334,7586
2147,9675
9090,7451
9060,9215
4609,3754
5311,6439
8746,256
263,9967
8339,4608
1737,275
3695,4662
9597,4426
2651,9912
9532,1517
2171,5094
1320,1114
5774,5198
1064,4017
302,8539
6363,4101
2729,3005
8081,6648
2481,4296
6656,9818
85,4335
5169,8679
9320,7372
4912,155
1555,3316
1350,4271
3063,4185
763,3365
8200,3015
5643,1858
5019,4769
2806,9050
5966,2702
8250,2944
8398,4991
2299,6162
8653,9584
2224,4296
3793,6891
3580,8041
9166,8910
435,302
5816,9615
5753,1640
2561,7716
1255,3265
7362,2652
9819,7085
1529,3206
532,744
7397,3227
7268,603
8160,707
2734,3713
1264,4299
9237,195
9384,7030
2857,5110
6282,4648
1729,741
9037,3036
1765,6859
8951,4784
986,867
1281,8736
8689,9449
5141,8154
4929,3301
2630,2421
9106,1160
4601,5974
4758,3471
8311,7524
403,751
2776,8522
6829,5970
6160,4217
3637,3895
1395,6869
8088,2790
9720,8580
1554,4045
5463,2338
3497,7949
5564,1329
7767,8634
5874,3417
2257,193
282,6379
1132,6576
8970,905
3613,3756
9262,50
3279,8880
8134,7518
9047,1486
7136,9205
4,3183
4971,5501
9205,4392
4041,6032
5965,7732
9289,9558
6965,1307
8956,1912
4168,4402
9140,1947
6941,9991
6265,3796
6357,8433
7507,6405
1050,7316
6412,4994
1582,555
3389,3609
6177,5627
3836,6524
4614,3209
2168,875
8638,1867
1684,8381
969,3627
8550,8877
3707,7782
6749,7799
4122,9199
1922,1500
1880,9809
7684,4300
3756,6478
824,7249
176,4729
6789,3677
3946,5351
2262,9659
8132,912
1827,8278
7964,4837
7623,8617
8740,2033
6297,3633
8645,4499
7756,6125
1258,6990
5688,5769
5472,1917
1920,3690
9389,3790
7183,4658
8898,4693
3665,7803
9278,9490
3792,6564
3937,5619
8159,6550
9856,5742
9290,3227
8212,5672
2790,2931
6288,9123
7761,4143
9898,2125
521,730
6128,1339
2170,5836
6544,7897
14,6914
4026,9480
6357,2642
886,2007
596,8136
6488,8361
4680,987
6163,6022
177,6011
2337,2441
6937,2263
3987,1838
7285,2108
3612,8870
9078,5156
5387,9711
5914,8241
2300,7362
3600,9813
4455,9491
7933,650
1381,2304
2468,8267
3942,157
4680,2364
9891,9438
2744,1846
2399,659
3507,9178
5255,8424
2295,3361
6002,7806
5763,1548
8747,293
70,9638
4657,791
9472,6255
7442,549
9102,8985
1181,2461
4760,4667
3077,9613
9432,4779
9094,4193
6641,1564
6006,5500
2138,6104
9393,9907
7790,90
1822,5951
9110,5403
5684,6400
6171,2627
7777,5879
1180,6628
4129,8875
5583,3595
9767,8940
182,589
5882,4297
5189,5714
7330,7228
3120,9300
6926,9402
7584,7419
4083,9870
799,7248
2945,2842
4963,8707
7086,9273
2861,5984
6278,2051
4941,682
155,8224
5699,3349
3077,3933
8137,7253
5783,3511
3557,9523
6796,1474
5567,11
268,2532
8588,2167
3648,1512
5640,241
1145,2147
2724,6569
2714,6728
7173,1448
133,6061
3433,8981
2910,2890
2447,3841
3824,2717
5827,1056
2027,9959
5899,313
4468,8803
1580,2829
3462,6338
1059,164
849,4966
8678,2028
1387,7365
8353,1430
6554,4328
9462,2682
4881,2530
6584,4057
3745,1110
4179,7234
3561,1963
4798,3774
5393,3894
5405,4452
7931,4976
4439,5468
7546,9897
3750,4108
5362,9239
5911,5093
8126,2382
9210,9116
8577,9705
3004,4865
4602,9988
3695,7913
3366,573
3313,8057
6277,3634
348,6717
4529,1594
6713,6155
8845,4469
1988,3600
7873,9391
6428,3043
3365,8804
6483,5017
416,6074
1788,3400
3039,1157
6612,1790
6705,3652
9697,4861
4603,2084
3091,3717
6970,4632
4677,5275
483,196
6300,6017
9034,4453
2932,7567
5166,9744
145,7254
4081,8756
6263,7520
3487,1997
1728,9257
3941,1379
1634,3040
3739,2528
2349,3156
607,4220
2128,8827
2416,1954
5102,2161
8596,2294
4844,636
6896,3683
9057,2540
389,7139
923,9485
1337,91
4014,8034
3101,4744
4996,2799
2092,713
2323,2301
1401,4919
2157,4143
5325,2048
4250,7168
4280,9128
8727,5979
7188,5876
7415,8915
904,1891
3875,9018
374,8475
7196,573
3581,8465
5214,8741
7552,969
3551,8090
4570,782
8213,4824
2881,4573
7257,7997
8802,2802
3984,80
3462,2812
5472,1591
479,5235
3082,9974
8101,9063
5865,1124
4615,2199
